Data,Net,MODE,Domain,Iteration,Accuracy,TimeStamp,elapse(ms),,,,
CIFAR10,VGG,GPU,Winograd,32000,0.6953125,1.56443E+12,11793,,,,
CIFAR10,VGG,GPU,Winograd,32100,0.6484375,1.56443E+12,11794,,,,
CIFAR10,VGG,GPU,Winograd,32200,0.6796875,1.56443E+12,11770,,,,
CIFAR10,VGG,GPU,Winograd,32300,0.75,1.56443E+12,11772,,,,
CIFAR10,VGG,GPU,Winograd,32400,0.6875,1.56443E+12,11770,,,,
CIFAR10,VGG,GPU,Winograd,32500,0.75,1.56443E+12,11772,,,,
CIFAR10,VGG,GPU,Winograd,32600,0.6875,1.56443E+12,11773,,,,
CIFAR10,VGG,GPU,Winograd,32700,0.75,1.56443E+12,11770,,,,
CIFAR10,VGG,GPU,Winograd,32800,0.734375,1.56443E+12,11772,,,,
CIFAR10,VGG,GPU,Winograd,32900,0.75,1.56443E+12,22293,,,,
CIFAR10,VGG,GPU,Winograd,33000,0.78125,1.56443E+12,11791,,,,
CIFAR10,VGG,GPU,Winograd,33100,0.734375,1.56443E+12,11790,,,,
CIFAR10,VGG,GPU,Winograd,33200,0.75,1.56443E+12,11773,,,,
CIFAR10,VGG,GPU,Winograd,33300,0.765625,1.56443E+12,11772,,,,
CIFAR10,VGG,GPU,Winograd,33400,0.71875,1.56443E+12,11770,,,,
CIFAR10,VGG,GPU,Winograd,33500,0.75,1.56443E+12,11772,,,,
CIFAR10,VGG,GPU,Winograd,33600,0.6953125,1.56443E+12,11769,,,,
CIFAR10,VGG,GPU,Winograd,33700,0.7109375,1.56443E+12,11768,,,,
CIFAR10,VGG,GPU,Winograd,33800,0.734375,1.56443E+12,11772,,,,
CIFAR10,VGG,GPU,Winograd,33900,0.8203125,1.56443E+12,22297,,,,
CIFAR10,VGG,GPU,Winograd,34000,0.75,1.56443E+12,11794,,,,
CIFAR10,VGG,GPU,Winograd,34100,0.78125,1.56443E+12,11792,,,,
CIFAR10,VGG,GPU,Winograd,34200,0.828125,1.56443E+12,11793,,,,
CIFAR10,VGG,GPU,Winograd,34300,0.7890625,1.56443E+12,11773,,,,
CIFAR10,VGG,GPU,Winograd,34400,0.796875,1.56443E+12,11770,,,,
CIFAR10,VGG,GPU,Winograd,34500,0.8125,1.56443E+12,11767,,,,
CIFAR10,VGG,GPU,Winograd,34600,0.796875,1.56443E+12,11769,,,,
CIFAR10,VGG,GPU,Winograd,34700,0.84375,1.56443E+12,11766,,,,
CIFAR10,VGG,GPU,Winograd,34800,0.765625,1.56443E+12,11770,,,,
CIFAR10,VGG,GPU,Winograd,34900,0.8046875,1.56443E+12,22300,,,,
CIFAR10,VGG,GPU,Winograd,35000,0.8359375,1.56443E+12,11777,,,,
CIFAR10,VGG,GPU,Winograd,35100,0.8046875,1.56443E+12,11776,,,,
CIFAR10,VGG,GPU,Winograd,35200,0.8359375,1.56443E+12,11778,,,,
CIFAR10,VGG,GPU,Winograd,35300,0.8125,1.56443E+12,11774,,,,
CIFAR10,VGG,GPU,Winograd,35400,0.8515625,1.56443E+12,11769,,,,
CIFAR10,VGG,GPU,Winograd,35500,0.8671875,1.56443E+12,11772,,,,
CIFAR10,VGG,GPU,Winograd,35600,0.8359375,1.56443E+12,11768,,,,
CIFAR10,VGG,GPU,Winograd,35700,0.8828125,1.56443E+12,11770,,,,
CIFAR10,VGG,GPU,Winograd,35800,0.875,1.56443E+12,11769,,,,
CIFAR10,VGG,GPU,Winograd,35900,0.84375,1.56443E+12,22302,,,,
CIFAR10,VGG,GPU,Winograd,36000,0.8984375,1.56443E+12,11778,,,,
CIFAR10,VGG,GPU,Winograd,36100,0.859375,1.56443E+12,11782,,,,
CIFAR10,VGG,GPU,Winograd,36200,0.890625,1.56443E+12,11777,,,,
CIFAR10,VGG,GPU,Winograd,36300,0.8515625,1.56443E+12,11775,,,,
CIFAR10,VGG,GPU,Winograd,36400,0.8984375,1.56443E+12,11776,,,,
CIFAR10,VGG,GPU,Winograd,36500,0.875,1.56443E+12,11776,,,,
CIFAR10,VGG,GPU,Winograd,36600,0.8671875,1.56443E+12,11776,,,,
CIFAR10,VGG,GPU,Winograd,36700,0.8828125,1.56443E+12,11776,,,,
CIFAR10,VGG,GPU,Winograd,36800,0.8359375,1.56443E+12,11770,,,,
CIFAR10,VGG,GPU,Winograd,36900,0.890625,1.56443E+12,22311,,,,
CIFAR10,VGG,GPU,Winograd,37000,0.90625,1.56443E+12,11778,,,,
CIFAR10,VGG,GPU,Winograd,37100,0.8515625,1.56443E+12,11776,,,,
CIFAR10,VGG,GPU,Winograd,37200,0.8984375,1.56443E+12,11776,,,,
CIFAR10,VGG,GPU,Winograd,37300,0.8671875,1.56443E+12,11779,,,,
CIFAR10,VGG,GPU,Winograd,37400,0.9140625,1.56443E+12,11774,,,,
CIFAR10,VGG,GPU,Winograd,37500,0.875,1.56443E+12,11772,,,,
CIFAR10,VGG,GPU,Winograd,37600,0.8984375,1.56443E+12,11768,,,,
CIFAR10,VGG,GPU,Winograd,37700,0.890625,1.56443E+12,11773,,,,
CIFAR10,VGG,GPU,Winograd,37800,0.8984375,1.56443E+12,11769,,,,
CIFAR10,VGG,GPU,Winograd,37900,0.90625,1.56443E+12,22299,,,,
CIFAR10,VGG,GPU,Winograd,38000,0.828125,1.56443E+12,11777,,,,
CIFAR10,VGG,GPU,Winograd,38100,0.8515625,1.56443E+12,11778,,,,
CIFAR10,VGG,GPU,Winograd,38200,0.9140625,1.56443E+12,11778,,,,
CIFAR10,VGG,GPU,Winograd,38300,0.9140625,1.56443E+12,11777,,,,
CIFAR10,VGG,GPU,Winograd,38400,0.8671875,1.56443E+12,11773,,,,
CIFAR10,VGG,GPU,Winograd,38500,0.890625,1.56443E+12,11774,,,,
CIFAR10,VGG,GPU,Winograd,38600,0.9375,1.56443E+12,11775,,,,
CIFAR10,VGG,GPU,Winograd,38700,0.890625,1.56443E+12,11776,,,,
CIFAR10,VGG,GPU,Winograd,38800,0.921875,1.56443E+12,11768,,,,
CIFAR10,VGG,GPU,Winograd,38900,0.9140625,1.56443E+12,22304,,,,
CIFAR10,VGG,GPU,Winograd,39000,0.921875,1.56443E+12,11776,,,,
CIFAR10,VGG,GPU,Winograd,39100,0.8828125,1.56443E+12,11777,,,,
CIFAR10,VGG,GPU,Winograd,39200,0.921875,1.56443E+12,11777,,,,
CIFAR10,VGG,GPU,Winograd,39300,0.890625,1.56443E+12,11778,,,,
CIFAR10,VGG,GPU,Winograd,39400,0.890625,1.56443E+12,11779,,,,
CIFAR10,VGG,GPU,Winograd,39500,0.8828125,1.56443E+12,11782,,,,
CIFAR10,VGG,GPU,Winograd,39600,0.90625,1.56443E+12,11781,,,,
CIFAR10,VGG,GPU,Winograd,39700,0.921875,1.56443E+12,11780,,,,
CIFAR10,VGG,GPU,Winograd,39800,0.9453125,1.56443E+12,11779,,,,
CIFAR10,VGG,GPU,Winograd,39900,0.90625,1.56443E+12,30935,,,,
CIFAR10,VGG,GPU,Winograd,40000,0.9296875,1.56443E+12,11750,,,,
CIFAR10,VGG,GPU,Winograd,40100,0.90625,1.56443E+12,11768,,,,
CIFAR10,VGG,GPU,Winograd,40200,0.90625,1.56443E+12,11775,,,,
CIFAR10,VGG,GPU,Winograd,40300,0.8984375,1.56443E+12,11772,,,,
CIFAR10,VGG,GPU,Winograd,40400,0.953125,1.56443E+12,11772,,,,
CIFAR10,VGG,GPU,Winograd,40500,0.8671875,1.56443E+12,11770,,,,
CIFAR10,VGG,GPU,Winograd,40600,0.9140625,1.56443E+12,11769,,,,
CIFAR10,VGG,GPU,Winograd,40700,0.9375,1.56443E+12,11769,,,,
CIFAR10,VGG,GPU,Winograd,40800,0.9296875,1.56443E+12,11769,,,,
CIFAR10,VGG,GPU,Winograd,40900,0.9375,1.56443E+12,22301,,,,
CIFAR10,VGG,GPU,Winograd,41000,0.921875,1.56443E+12,11781,,,,
CIFAR10,VGG,GPU,Winograd,41100,0.953125,1.56443E+12,11775,,,,
CIFAR10,VGG,GPU,Winograd,41200,0.9609375,1.56443E+12,11782,,,,
CIFAR10,VGG,GPU,Winograd,41300,0.921875,1.56443E+12,11777,,,,
CIFAR10,VGG,GPU,Winograd,41400,0.9375,1.56443E+12,11782,,,,
CIFAR10,VGG,GPU,Winograd,41500,0.953125,1.56443E+12,11773,,,,
CIFAR10,VGG,GPU,Winograd,41600,0.9609375,1.56443E+12,11773,,,,
CIFAR10,VGG,GPU,Winograd,41700,0.9453125,1.56443E+12,11774,,,,
CIFAR10,VGG,GPU,Winograd,41800,0.9375,1.56443E+12,11771,,,,
CIFAR10,VGG,GPU,Winograd,41900,0.9375,1.56443E+12,22297,,,,
CIFAR10,VGG,GPU,Winograd,42000,0.875,1.56443E+12,11780,,,,
CIFAR10,VGG,GPU,Winograd,42100,0.9140625,1.56443E+12,11775,,,,
CIFAR10,VGG,GPU,Winograd,42200,0.953125,1.56443E+12,11778,,,,
CIFAR10,VGG,GPU,Winograd,42300,0.9453125,1.56443E+12,11777,,,,
CIFAR10,VGG,GPU,Winograd,42400,0.9375,1.56443E+12,11774,,,,
CIFAR10,VGG,GPU,Winograd,42500,0.9296875,1.56443E+12,11776,,,,
CIFAR10,VGG,GPU,Winograd,42600,0.8828125,1.56443E+12,11776,,,,
CIFAR10,VGG,GPU,Winograd,42700,0.9296875,1.56443E+12,11781,,,,
CIFAR10,VGG,GPU,Winograd,42800,0.9453125,1.56443E+12,11776,,,,
CIFAR10,VGG,GPU,Winograd,42900,0.9296875,1.56443E+12,22312,,,,
CIFAR10,VGG,GPU,Winograd,43000,0.9453125,1.56443E+12,11781,,,,
CIFAR10,VGG,GPU,Winograd,43100,0.9453125,1.56443E+12,11776,,,,
CIFAR10,VGG,GPU,Winograd,43200,0.953125,1.56443E+12,11773,,,,
CIFAR10,VGG,GPU,Winograd,43300,0.9375,1.56443E+12,11775,,,,
CIFAR10,VGG,GPU,Winograd,43400,0.921875,1.56443E+12,11776,,,,
CIFAR10,VGG,GPU,Winograd,43500,0.9921875,1.56443E+12,11774,,,,
CIFAR10,VGG,GPU,Winograd,43600,0.9296875,1.56443E+12,11775,,,,
CIFAR10,VGG,GPU,Winograd,43700,0.9375,1.56443E+12,11775,,,,
CIFAR10,VGG,GPU,Winograd,43800,0.9609375,1.56443E+12,11768,,,,
CIFAR10,VGG,GPU,Winograd,43900,0.9375,1.56443E+12,22301,,,,
CIFAR10,VGG,GPU,Winograd,44000,0.9375,1.56443E+12,11778,,,,
CIFAR10,VGG,GPU,Winograd,44100,0.9140625,1.56443E+12,11777,,,,
CIFAR10,VGG,GPU,Winograd,44200,0.96875,1.56443E+12,11776,,,,
CIFAR10,VGG,GPU,Winograd,44300,0.9296875,1.56443E+12,11775,,,,
CIFAR10,VGG,GPU,Winograd,44400,0.9375,1.56443E+12,11774,,,,
CIFAR10,VGG,GPU,Winograd,44500,0.953125,1.56443E+12,11775,,,,
CIFAR10,VGG,GPU,Winograd,44600,0.96875,1.56443E+12,11774,,,,
CIFAR10,VGG,GPU,Winograd,44700,0.90625,1.56443E+12,11775,,,,
CIFAR10,VGG,GPU,Winograd,44800,0.953125,1.56443E+12,11778,,,,
CIFAR10,VGG,GPU,Winograd,44900,0.9453125,1.56443E+12,22317,,,,
CIFAR10,VGG,GPU,Winograd,45000,0.9296875,1.56443E+12,11779,,,,
CIFAR10,VGG,GPU,Winograd,45100,0.8984375,1.56443E+12,11776,,,,
CIFAR10,VGG,GPU,Winograd,45200,0.921875,1.56443E+12,11777,,,,
CIFAR10,VGG,GPU,Winograd,45300,0.9375,1.56443E+12,11776,,,,
CIFAR10,VGG,GPU,Winograd,45400,0.9296875,1.56443E+12,11778,,,,
CIFAR10,VGG,GPU,Winograd,45500,0.96875,1.56443E+12,11776,,,,
CIFAR10,VGG,GPU,Winograd,45600,0.9765625,1.56443E+12,11777,,,,
CIFAR10,VGG,GPU,Winograd,45700,0.9609375,1.56443E+12,11778,,,,
CIFAR10,VGG,GPU,Winograd,45800,0.9375,1.56443E+12,11776,,,,
CIFAR10,VGG,GPU,Winograd,45900,0.953125,1.56443E+12,22313,,,,
CIFAR10,VGG,GPU,Winograd,46000,0.9296875,1.56443E+12,11777,,,,
CIFAR10,VGG,GPU,Winograd,46100,0.9765625,1.56443E+12,11775,,,,
CIFAR10,VGG,GPU,Winograd,46200,0.90625,1.56443E+12,11776,,,,
CIFAR10,VGG,GPU,Winograd,46300,0.953125,1.56443E+12,11775,,,,
CIFAR10,VGG,GPU,Winograd,46400,0.953125,1.56443E+12,11775,,,,
CIFAR10,VGG,GPU,Winograd,46500,0.9453125,1.56443E+12,11773,,,,
CIFAR10,VGG,GPU,Winograd,46600,0.921875,1.56443E+12,11776,,,,
CIFAR10,VGG,GPU,Winograd,46700,0.96875,1.56443E+12,11776,,,,
CIFAR10,VGG,GPU,Winograd,46800,0.96875,1.56443E+12,11775,,,,
CIFAR10,VGG,GPU,Winograd,46900,0.9375,1.56443E+12,22316,,,,
CIFAR10,VGG,GPU,Winograd,47000,0.953125,1.56443E+12,11778,,,,
CIFAR10,VGG,GPU,Winograd,47100,0.9921875,1.56443E+12,11778,,,,
CIFAR10,VGG,GPU,Winograd,47200,0.9375,1.56443E+12,11780,,,,
CIFAR10,VGG,GPU,Winograd,47300,0.9375,1.56443E+12,11774,,,,
CIFAR10,VGG,GPU,Winograd,47400,0.953125,1.56443E+12,11774,,,,
CIFAR10,VGG,GPU,Winograd,47500,0.9375,1.56443E+12,11777,,,,
CIFAR10,VGG,GPU,Winograd,47600,0.9375,1.56443E+12,11780,,,,
CIFAR10,VGG,GPU,Winograd,47700,0.9375,1.56443E+12,11772,,,,
CIFAR10,VGG,GPU,Winograd,47800,0.9453125,1.56443E+12,11775,,,,
CIFAR10,VGG,GPU,Winograd,47900,0.953125,1.56443E+12,22311,,,,
CIFAR10,VGG,GPU,Winograd,48000,0.9453125,1.56443E+12,11779,,,,
CIFAR10,VGG,GPU,Winograd,48100,0.9609375,1.56443E+12,11777,,,,
CIFAR10,VGG,GPU,Winograd,48200,0.9921875,1.56443E+12,11775,,,,
CIFAR10,VGG,GPU,Winograd,48300,0.984375,1.56443E+12,11778,,,,
CIFAR10,VGG,GPU,Winograd,48400,0.9765625,1.56443E+12,11772,,,,
CIFAR10,VGG,GPU,Winograd,48500,0.9765625,1.56443E+12,11776,,,,
CIFAR10,VGG,GPU,Winograd,48600,0.96875,1.56443E+12,11775,,,,
CIFAR10,VGG,GPU,Winograd,48700,1,1.56443E+12,11778,,,,
CIFAR10,VGG,GPU,Winograd,48800,0.9921875,1.56443E+12,11777,,,,
CIFAR10,VGG,GPU,Winograd,48900,0.96875,1.56443E+12,22309,,,,
CIFAR10,VGG,GPU,Winograd,49000,1,1.56443E+12,11779,,,,
CIFAR10,VGG,GPU,Winograd,49100,1,1.56443E+12,11776,,,,
CIFAR10,VGG,GPU,Winograd,49200,0.9921875,1.56443E+12,11778,,,,
CIFAR10,VGG,GPU,Winograd,49300,0.9921875,1.56443E+12,11781,,,,
CIFAR10,VGG,GPU,Winograd,49400,1,1.56443E+12,11778,,,,
CIFAR10,VGG,GPU,Winograd,49500,1,1.56443E+12,11778,,,,
CIFAR10,VGG,GPU,Winograd,49600,0.9921875,1.56443E+12,11778,,,,
CIFAR10,VGG,GPU,Winograd,49700,1,1.56443E+12,11776,,,,
CIFAR10,VGG,GPU,Winograd,49800,1,1.56443E+12,11778,,,,
CIFAR10,VGG,GPU,Winograd,49900,1,1.56443E+12,30981,,,,
CIFAR10,VGG,GPU,Winograd,50000,1,1.56443E+12,11752,,,,
CIFAR10,VGG,GPU,Winograd,50100,1,1.56443E+12,11770,,,,
CIFAR10,VGG,GPU,Winograd,50200,1,1.56443E+12,11769,,,,
CIFAR10,VGG,GPU,Winograd,50300,0.9921875,1.56443E+12,11768,,,,
CIFAR10,VGG,GPU,Winograd,50400,1,1.56443E+12,11772,,,,
CIFAR10,VGG,GPU,Winograd,50500,1,1.56443E+12,11771,,,,
CIFAR10,VGG,GPU,Winograd,50600,1,1.56443E+12,11771,,,,
CIFAR10,VGG,GPU,Winograd,50700,1,1.56443E+12,11771,,,,
CIFAR10,VGG,GPU,Winograd,50800,1,1.56443E+12,11774,,,,
CIFAR10,VGG,GPU,Winograd,50900,1,1.56443E+12,22302,,,,
CIFAR10,VGG,GPU,Winograd,51000,1,1.56443E+12,11780,,,,
CIFAR10,VGG,GPU,Winograd,51100,1,1.56443E+12,11776,,,,
CIFAR10,VGG,GPU,Winograd,51200,1,1.56443E+12,11775,,,,
CIFAR10,VGG,GPU,Winograd,51300,1,1.56443E+12,11776,,,,
CIFAR10,VGG,GPU,Winograd,51400,1,1.56443E+12,11776,,,,
CIFAR10,VGG,GPU,Winograd,51500,0.9921875,1.56443E+12,11774,,,,
CIFAR10,VGG,GPU,Winograd,51600,1,1.56443E+12,11775,,,,
CIFAR10,VGG,GPU,Winograd,51700,1,1.56443E+12,11776,,,,
CIFAR10,VGG,GPU,Winograd,51800,1,1.56443E+12,11779,,,,
CIFAR10,VGG,GPU,Winograd,51900,1,1.56443E+12,22315,,,,
CIFAR10,VGG,GPU,Winograd,52000,1,1.56443E+12,11781,,,,
CIFAR10,VGG,GPU,Winograd,52100,1,1.56443E+12,11777,,,,
CIFAR10,VGG,GPU,Winograd,52200,1,1.56443E+12,11774,,,,
CIFAR10,VGG,GPU,Winograd,52300,1,1.56443E+12,11780,,,,
CIFAR10,VGG,GPU,Winograd,52400,1,1.56443E+12,11779,,,,
CIFAR10,VGG,GPU,Winograd,52500,1,1.56443E+12,11775,,,,
CIFAR10,VGG,GPU,Winograd,52600,1,1.56443E+12,11773,,,,
CIFAR10,VGG,GPU,Winograd,52700,1,1.56443E+12,11775,,,,
CIFAR10,VGG,GPU,Winograd,52800,1,1.56443E+12,11770,,,,
CIFAR10,VGG,GPU,Winograd,52900,1,1.56443E+12,22301,,,,
CIFAR10,VGG,GPU,Winograd,53000,1,1.56443E+12,11777,,,,
CIFAR10,VGG,GPU,Winograd,53100,1,1.56443E+12,11779,,,,
CIFAR10,VGG,GPU,Winograd,53200,1,1.56443E+12,11776,,,,
CIFAR10,VGG,GPU,Winograd,53300,1,1.56444E+12,11777,,,,
CIFAR10,VGG,GPU,Winograd,53400,1,1.56444E+12,11775,,,,
CIFAR10,VGG,GPU,Winograd,53500,1,1.56444E+12,11776,,,,
CIFAR10,VGG,GPU,Winograd,53600,1,1.56444E+12,,,,,
